ProductID,CustomerID,Rating,Comment,Label
173364636,340494,2,"Không tương xứng với giá tiền. Fame của bản điện ảnh quá lớn nên có vẻ Daisybook làm việc hơi tệ vì kiểu gì sẽ có người mua. Mình thất vọng lớn ở 2 điểm: _x000D_
1. Chất lượng sách: Dù đọc review thấy nhiều bạn đã đánh giá sách thành phẩm có nhiều lỗi nhưng mình vẫn đặt mua vì không phải big point đối với mình. Tuy nhiên cầm sách trên tay thì mình khẳng định bao nhiêu năm đọc sách thì đây là cuốn tệ nhất mình mua. Giấy không được cắt kỹ còn thêm nữa là đang đọc mà rớt hẳn trang ra - sách 100% brand new mà tưởng như mua second hand_x000D_
2.Nội dung truyện không hấp dẫn. Tất cả chi tiết đều bê nguyên từ bản điện ảnh và không có thêm 1 tình tiết nào giúp người đọc khám phá nội tâm A Hán và Birdy",neg
173364636,27797787,2,"(*) Đánh giá không tính điểm
sách bị df với rách 1 chút huhuhuhuu",neg
165030729,14091237,2,"Giao chậm, sách móp 1 góc",neg
157432540,8080406,2,"Sách thì hay và nội dung in dễ đọc. 
Mình mua 2 lần, lần 2 cầm đi lại mấy lần mới phát hiện bị lỗi mà lỗi mấy trang luôn mà mình tìm thì thấy không cho nhắn tin khiếu nại @@",neg
153518828,10557203,2,"* điểm trừ:_x000D_
- sách cong hẳn sang một bên nhìn như con tôm, xước đôi chỗ_x000D_
- tiki bây giờ xịn xò quá bonus cho hẳn cái dính dính chỗ tên nhà xuất bản luôn =)))) bóc không ra mà còn bị xước_x000D_
* điểm cộng_x000D_
- giá sale rẻ, ổn (50k) giá gốc (90k)_x000D_
- sách cô Tư nên yên tâm về nội dung_x000D_
- có bookmark, có bọc sách chống bẩn_x000D_
 * điểm chưa hài lòng_x000D_
- sách quá mỏng ( dù biết sách cô Tư là mỏng )_x000D_
_x000D_
mình cho 2 sao vì sale thì sale chứ không phải cứ sale là được bán sách xước cong cho khách, chê nha

ẢNH CUỐI LÀ KẾT QUẢ CỦA CHIẾC TÓC HAY GÌ GÌ ĐÓ CỦA TIKI NHA MỌI NGƯỜI, CẬY RA THÌ ĐỒNG NGHĨA VỚI VIỆC CÁI BÌA NHÌN NHƯ MỚ GIẺ LAU",neu
145977548,20644179,2,"Một cuốn sách về Đạo, về lẽ thường Vĩnh Cửu và Vô thường, được viết bởi một chàng trai trẻ..._x000D_
Trải nghiệm chưa sâu nên khi mặc cái áo quá rộng này rất buồn cười. Phải chăng tác giả nên tìm chủ để nào phù hợp với độ tuổi và trải nghiệm cuộc sống hơn_x000D_
Giá 36k phù hợp, ít tiếc khi ko đọc",neu
145977548,1729459,2,nói chung là. chưa đạt được sự kì vọng của mk. do mk trông đợi hơi quá vào nội dung sp.,neu
145977548,14221309,2,,neu
162844699,15981556,2,"Mình không biết sao nhưng sách khá là cũ đấy ạ, thêm vào đó là shop gói hàng không kĩ nên bìa sách rất là bẩn và bị nhăn ở một số chỗ.",neg
162844699,19553779,2,"tiki giao thiếu cho mình cái đồ đánh dấu sách à, k hài lòng lắm",neg
162844699,18204722,2,"quyển sách dính bụi bặm với nhìn thấy củ kĩ và bị móp ở một góc, gói hàng sơ sài",neg
162844699,12507412,2,không hài lòng cách gói hàng lần này của shop.,neg
162205263,18868587,2,"sách bị bẩn còn chả có màng bọc cứ thế vứt vô đóng gói, truyện bị lồi lên xuống ở phần gáy sách khá là ko ổn và có vẻ truyện đã bị mở ra khá nhiều lần",neu
162205263,469068,2,Bìa sách bị cấn từ ngoài vô trong,neg
162205263,23594516,2,Tôi không nhận được bookmark,neg
162205263,18340,2,"Giao hàng không có bọc bảo vệ, sách bị lõm nhiều chỗ",neg
159004131,1072160,2,"hộp nát tè le rộng hơn sách rất nhiều, sách bên trong pay lắk, mà sách UNSEAL :D ?? không có seal mà bỏ trong cái bịch dán lại, ngỡ ngàng luôn ạ đáng lẽ sách new phải có seal :)))) may mà chỉ df nhẹ, mà cái bìa trong nxb cắt k mượt, có gân gân, mất thẩm mĩ, chắc số xui bốc trúng z :)))",neg
159004131,16960,2,"Sách hay, đầy đủ phụ kiện, tuy nhiên sách bị gẩy phía sau bung chỉ mất rồi mình cần hỗ trợ đổi trả sản phẩm TT vì sách cũng có giá trị cao nên yêu cầu về chất lượng phải tốt hơn, đọc các review sách còn không có màng bọc bên ngoài nữa chứ",neu
159004131,26359908,2,"đóng gói không ổn, hàng về bị df, sách về tay mình seal rách tùm lum luôn, hộp hàng cũng rách 1 đoạn, không 1 lớp bọc chống sốc nữa, đề nghị tikki sửa sang khâu gói hàng chứ như này mất thiện cảm lắm",neg
159004131,7676950,2,cái bìa sách nó df nhìn chán luôn ạ 😭😭😭😭😭😭,neg
159004131,16526338,2,"Nhận được đơn thì choáng vì hộp bục hết ra, lộ cả truyện bên trong, nilon bọc truyện cũng bị bục. Truyện bị gãy mép. Quá là bực mình luôn",neg
159004131,22860169,2,tiki đóng gói kém lắm ko có tí xốp hay j nên hàng mình bị xước hết cả,neg
